d14,ad,day7,m1,m3,m6,m12,m18,m24,m60
0,2018-06-24,-1.0,6.0,24.0,32.0,45.0,45.0,46.0,46.0
0,2018-06-24,-1.0,7.0,17.0,27.0,29.0,29.0,30.0,30.0
0,2018-06-24,-1.0,3.0,9.0,9.0,9.0,10.0,10.0,10.0
0,2018-06-24,6.0,13.0,29.0,34.0,51.0,55.0,60.0,62.0
0,2018-06-24,2.0,10.0,21.0,23.0,34.0,34.0,39.0,40.0
0,2018-06-24,23.0,43.0,56.0,62.0,82.0,85.0,86.0,86.0
0,2018-06-24,5.0,15.0,20.0,22.0,22.0,22.0,22.0,22.0
0,2018-06-24,8.0,19.0,36.0,42.0,43.0,43.0,43.0,47.0
0,2018-06-24,2.0,4.0,47.0,52.0,59.0,60.0,60.0,62.0
0,2018-06-24,5.0,12.0,24.0,38.0,62.0,64.0,69.0,79.0
1,2018-06-24,-1.0,2.0,32.0,35.0,39.0,43.0,45.0,45.0
0,2018-06-24,-1.0,5.0,7.0,20.0,29.0,52.0,53.0,53.0
0,2018-06-24,2.0,3.0,12.0,22.0,33.0,38.0,39.0,39.0
0,2018-06-24,4.0,22.0,36.0,46.0,47.0,47.0,47.0,47.0
0,2018-06-24,2.0,9.0,26.0,31.0,57.0,57.0,57.0,57.0
1,2018-06-24,4.0,14.0,36.0,43.0,50.0,51.0,51.0,51.0
0,2018-06-24,10.0,26.0,36.0,44.0,64.0,74.0,76.0,76.0
0,2018-06-24,4.0,6.0,11.0,17.0,20.0,28.0,32.0,32.0
0,2018-06-24,-1.0,13.0,35.0,45.0,52.0,52.0,52.0,52.0
0,2018-06-24,4.0,6.0,22.0,26.0,30.0,30.0,30.0,30.0
0,2018-06-24,11.0,13.0,45.0,52.0,107.0,111.0,111.0,111.0
0,2018-06-24,11.0,22.0,40.0,51.0,51.0,51.0,51.0,51.0
0,2018-06-24,3.0,11.0,19.0,36.0,43.0,50.0,51.0,51.0
0,2018-06-24,2.0,4.0,11.0,11.0,29.0,50.0,53.0,53.0
0,2018-06-24,14.0,33.0,54.0,58.0,60.0,60.0,60.0,60.0
0,2018-06-24,5.0,8.0,13.0,16.0,22.0,22.0,22.0,24.0
0,2018-06-24,2.0,7.0,8.0,14.0,29.0,61.0,61.0,61.0
0,2018-06-24,3.0,4.0,6.0,9.0,40.0,54.0,54.0,54.0
0,2018-06-24,3.0,7.0,21.0,43.0,65.0,67.0,69.0,74.0
0,2018-06-24,-1.0,3.0,6.0,9.0,18.0,18.0,19.0,19.0
0,2018-06-24,6.0,17.0,28.0,48.0,69.0,82.0,88.0,89.0
0,2018-06-24,10.0,26.0,43.0,45.0,69.0,69.0,69.0,69.0
0,2018-06-24,2.0,12.0,42.0,44.0,45.0,49.0,49.0,53.0
0,2018-06-24,2.0,6.0,19.0,24.0,32.0,49.0,52.0,52.0
0,2018-06-24,6.0,16.0,27.0,30.0,34.0,35.0,36.0,37.0
0,2018-06-24,2.0,2.0,4.0,19.0,19.0,20.0,21.0,21.0
0,2018-06-24,3.0,13.0,28.0,33.0,51.0,54.0,54.0,54.0
0,2018-06-24,4.0,12.0,36.0,51.0,57.0,60.0,60.0,61.0
0,2018-06-24,-1.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0
0,2018-06-24,2.0,3.0,31.0,38.0,39.0,39.0,39.0,39.0
0,2018-06-24,4.0,8.0,18.0,33.0,40.0,41.0,44.0,45.0
0,2018-06-24,6.0,20.0,43.0,54.0,77.0,93.0,107.0,108.0
0,2018-06-24,3.0,5.0,10.0,13.0,20.0,24.0,25.0,25.0
1,2018-06-24,12.0,38.0,53.0,53.0,74.0,74.0,74.0,74.0
0,2018-06-24,4.0,33.0,50.0,66.0,85.0,89.0,89.0,89.0
0,2018-06-24,3.0,8.0,13.0,22.0,55.0,82.0,84.0,84.0
0,2018-06-24,5.0,21.0,36.0,50.0,79.0,93.0,93.0,93.0
1,2018-06-24,-1.0,-1.0,4.0,5.0,10.0,12.0,12.0,12.0
0,2018-06-24,-1.0,4.0,10.0,11.0,16.0,16.0,16.0,16.0
0,2018-06-24,-1.0,5.0,20.0,23.0,33.0,33.0,33.0,33.0
0,2018-06-24,-1.0,3.0,9.0,17.0,41.0,55.0,58.0,61.0
0,2018-06-24,-1.0,5.0,19.0,26.0,30.0,30.0,30.0,30.0
0,2018-06-24,2.0,8.0,8.0,8.0,11.0,11.0,11.0,12.0
0,2018-06-24,9.0,18.0,34.0,39.0,83.0,93.0,98.0,98.0
0,2018-06-24,3.0,8.0,29.0,30.0,32.0,32.0,32.0,32.0
0,2018-06-24,-1.0,17.0,25.0,25.0,25.0,25.0,25.0,25.0
0,2018-06-24,10.0,14.0,40.0,49.0,64.0,65.0,66.0,66.0
0,2018-06-24,-1.0,-1.0,5.0,27.0,35.0,35.0,35.0,35.0
0,2018-06-24,7.0,9.0,15.0,22.0,51.0,61.0,61.0,61.0
0,2018-06-24,2.0,15.0,27.0,30.0,123.0,127.0,127.0,127.0
0,2018-06-24,2.0,7.0,11.0,12.0,21.0,24.0,24.0,24.0
0,2018-06-24,7.0,17.0,25.0,38.0,78.0,85.0,86.0,87.0
0,2018-06-24,5.0,5.0,11.0,17.0,24.0,24.0,25.0,25.0
0,2018-06-24,2.0,2.0,16.0,21.0,21.0,21.0,21.0,21.0
0,2018-06-24,3.0,13.0,18.0,19.0,37.0,60.0,60.0,61.0
0,2018-06-24,-1.0,2.0,8.0,10.0,23.0,30.0,30.0,30.0
0,2018-06-24,-1.0,2.0,4.0,11.0,27.0,29.0,29.0,29.0
0,2018-06-24,2.0,7.0,33.0,48.0,50.0,51.0,51.0,52.0
0,2018-06-24,8.0,17.0,33.0,50.0,68.0,72.0,73.0,74.0
0,2018-06-24,11.0,19.0,44.0,52.0,59.0,61.0,61.0,61.0
0,2018-06-24,8.0,23.0,54.0,66.0,80.0,82.0,83.0,83.0
0,2018-06-24,4.0,11.0,22.0,38.0,42.0,42.0,42.0,42.0
0,2018-06-24,8.0,13.0,40.0,54.0,59.0,59.0,59.0,59.0
0,2018-06-24,6.0,7.0,9.0,15.0,15.0,15.0,15.0,15.0
0,2018-06-24,4.0,14.0,21.0,22.0,28.0,29.0,29.0,30.0
0,2018-06-24,3.0,31.0,48.0,54.0,65.0,73.0,73.0,73.0
0,2018-06-24,11.0,32.0,47.0,59.0,98.0,101.0,111.0,111.0
0,2018-06-24,2.0,12.0,40.0,42.0,49.0,53.0,54.0,54.0
0,2018-06-24,-1.0,-1.0,-1.0,5.0,10.0,11.0,11.0,11.0
0,2018-06-24,5.0,12.0,27.0,39.0,98.0,101.0,101.0,101.0
0,2018-06-24,2.0,8.0,29.0,36.0,69.0,75.0,79.0,79.0
0,2018-06-24,-1.0,5.0,8.0,14.0,14.0,14.0,14.0,14.0
0,2018-06-24,2.0,2.0,3.0,11.0,18.0,19.0,19.0,19.0
0,2018-06-24,2.0,8.0,14.0,27.0,46.0,55.0,61.0,62.0
0,2018-06-24,8.0,37.0,60.0,70.0,90.0,91.0,91.0,91.0
0,2018-06-24,2.0,4.0,5.0,10.0,30.0,33.0,33.0,33.0
0,2018-06-24,3.0,8.0,30.0,43.0,76.0,80.0,84.0,85.0
0,2018-06-24,2.0,12.0,20.0,38.0,63.0,71.0,73.0,73.0
0,2018-06-24,-1.0,3.0,6.0,13.0,23.0,26.0,27.0,27.0
0,2018-06-24,7.0,15.0,27.0,32.0,65.0,71.0,71.0,71.0
0,2018-06-24,3.0,7.0,22.0,48.0,58.0,63.0,63.0,63.0
0,2018-06-24,2.0,12.0,14.0,23.0,45.0,105.0,105.0,106.0
0,2018-06-24,6.0,13.0,23.0,36.0,70.0,78.0,82.0,82.0
0,2018-06-24,2.0,8.0,37.0,52.0,61.0,61.0,61.0,61.0
0,2018-06-24,3.0,6.0,25.0,26.0,51.0,52.0,53.0,53.0
0,2018-06-24,12.0,23.0,40.0,49.0,52.0,55.0,56.0,56.0
0,2018-06-24,4.0,5.0,25.0,29.0,33.0,33.0,34.0,35.0
0,2018-06-24,7.0,9.0,18.0,20.0,26.0,26.0,26.0,26.0
0,2018-06-24,-1.0,-1.0,2.0,5.0,22.0,22.0,22.0,22.0
0,2018-06-24,8.0,18.0,25.0,31.0,39.0,41.0,42.0,44.0
0,2018-06-24,-1.0,-1.0,5.0,6.0,6.0,6.0,6.0,6.0
0,2018-06-24,11.0,20.0,37.0,48.0,56.0,56.0,56.0,56.0
1,2018-06-24,6.0,12.0,61.0,70.0,77.0,79.0,80.0,80.0
0,2018-06-24,3.0,5.0,11.0,11.0,44.0,44.0,45.0,45.0
0,2018-06-24,6.0,15.0,22.0,32.0,36.0,36.0,37.0,37.0
1,2018-06-24,-1.0,4.0,6.0,10.0,13.0,15.0,16.0,17.0
0,2018-06-24,2.0,4.0,14.0,19.0,36.0,36.0,37.0,51.0
0,2018-06-24,-1.0,-1.0,2.0,4.0,7.0,7.0,7.0,7.0
0,2018-06-24,2.0,5.0,27.0,52.0,81.0,82.0,83.0,83.0
0,2018-06-24,3.0,3.0,8.0,11.0,30.0,35.0,35.0,35.0
0,2018-06-24,3.0,4.0,9.0,15.0,20.0,20.0,23.0,27.0
0,2018-06-24,2.0,10.0,18.0,44.0,54.0,54.0,54.0,54.0
1,2018-06-24,-1.0,28.0,61.0,64.0,67.0,69.0,69.0,69.0
0,2018-06-24,2.0,17.0,24.0,27.0,33.0,35.0,35.0,35.0
0,2018-06-24,3.0,6.0,31.0,49.0,99.0,134.0,136.0,140.0
0,2018-06-24,3.0,5.0,12.0,20.0,21.0,21.0,21.0,21.0
0,2018-06-24,3.0,8.0,15.0,18.0,27.0,27.0,30.0,30.0
1,2018-06-24,2.0,2.0,9.0,15.0,29.0,33.0,37.0,37.0
0,2018-06-24,-1.0,20.0,36.0,48.0,63.0,70.0,74.0,75.0
0,2018-06-24,-1.0,4.0,6.0,6.0,16.0,16.0,16.0,16.0
0,2018-06-24,3.0,27.0,35.0,52.0,75.0,80.0,83.0,83.0
0,2018-06-24,-1.0,-1.0,9.0,13.0,14.0,15.0,16.0,16.0
0,2018-06-24,6.0,13.0,30.0,46.0,86.0,97.0,99.0,99.0
0,2018-06-24,5.0,9.0,32.0,35.0,56.0,78.0,86.0,101.0
0,2018-06-24,3.0,3.0,3.0,5.0,12.0,25.0,26.0,26.0
0,2018-06-24,2.0,8.0,11.0,20.0,29.0,29.0,29.0,29.0
0,2018-06-24,3.0,6.0,26.0,41.0,43.0,43.0,43.0,43.0
0,2018-06-24,2.0,9.0,23.0,33.0,50.0,52.0,52.0,59.0
0,2018-06-24,-1.0,7.0,23.0,29.0,47.0,61.0,65.0,65.0
0,2018-06-24,2.0,5.0,7.0,17.0,61.0,61.0,61.0,61.0
0,2018-06-24,4.0,10.0,33.0,40.0,57.0,63.0,63.0,63.0
0,2018-06-24,2.0,11.0,46.0,53.0,94.0,95.0,95.0,95.0
0,2018-06-24,3.0,20.0,25.0,28.0,47.0,52.0,52.0,52.0
0,2018-06-24,2.0,2.0,9.0,10.0,11.0,11.0,11.0,11.0
0,2018-06-24,6.0,13.0,45.0,61.0,73.0,75.0,76.0,77.0
0,2018-06-24,-1.0,3.0,25.0,40.0,45.0,45.0,45.0,45.0
0,2018-06-24,5.0,11.0,31.0,41.0,50.0,56.0,56.0,56.0
0,2018-06-24,3.0,16.0,39.0,41.0,85.0,90.0,90.0,90.0
0,2018-06-24,4.0,4.0,27.0,28.0,28.0,28.0,30.0,30.0
0,2018-06-24,5.0,20.0,29.0,39.0,47.0,62.0,64.0,64.0
0,2018-06-24,9.0,28.0,40.0,46.0,131.0,144.0,154.0,157.0
0,2018-06-24,6.0,17.0,51.0,61.0,99.0,105.0,105.0,105.0
0,2018-06-24,-1.0,-1.0,6.0,20.0,54.0,58.0,60.0,63.0
0,2018-06-24,2.0,8.0,15.0,22.0,38.0,43.0,43.0,44.0
0,2018-06-24,-1.0,6.0,16.0,30.0,69.0,81.0,81.0,81.0
0,2018-06-24,12.0,26.0,40.0,51.0,91.0,118.0,123.0,124.0
0,2018-06-24,-1.0,-1.0,2.0,7.0,18.0,26.0,26.0,26.0
1,2018-06-24,2.0,3.0,11.0,11.0,12.0,12.0,12.0,12.0
0,2018-06-24,6.0,11.0,31.0,45.0,62.0,62.0,62.0,62.0
0,2018-06-24,-1.0,4.0,14.0,21.0,41.0,57.0,57.0,57.0
0,2018-06-24,13.0,23.0,34.0,34.0,45.0,48.0,49.0,51.0
0,2018-06-24,2.0,3.0,7.0,12.0,22.0,24.0,26.0,26.0
0,2018-06-24,4.0,31.0,66.0,72.0,72.0,72.0,72.0,72.0
0,2018-06-24,9.0,18.0,63.0,67.0,67.0,67.0,67.0,67.0
0,2018-06-24,4.0,4.0,30.0,36.0,40.0,48.0,48.0,48.0
0,2018-06-24,4.0,9.0,21.0,26.0,87.0,109.0,111.0,112.0
1,2018-06-24,-1.0,10.0,51.0,66.0,75.0,81.0,81.0,81.0
0,2018-06-24,8.0,22.0,32.0,43.0,79.0,108.0,109.0,125.0
0,2018-06-24,3.0,12.0,20.0,25.0,26.0,27.0,27.0,27.0
0,2018-06-24,17.0,23.0,28.0,42.0,56.0,56.0,56.0,56.0
0,2018-06-24,7.0,15.0,25.0,39.0,53.0,60.0,61.0,63.0
0,2018-06-24,3.0,12.0,31.0,31.0,37.0,38.0,38.0,38.0
0,2018-06-24,-1.0,-1.0,2.0,5.0,9.0,9.0,9.0,9.0
0,2018-06-24,3.0,11.0,20.0,24.0,34.0,44.0,46.0,46.0
0,2018-06-24,-1.0,5.0,33.0,60.0,100.0,111.0,111.0,111.0
0,2018-06-24,7.0,24.0,40.0,45.0,58.0,61.0,63.0,64.0
0,2018-06-24,3.0,34.0,50.0,64.0,85.0,88.0,89.0,89.0
0,2018-06-24,7.0,9.0,23.0,29.0,33.0,66.0,69.0,69.0
0,2018-06-24,4.0,8.0,29.0,35.0,141.0,181.0,181.0,181.0
0,2018-06-24,-1.0,7.0,22.0,26.0,30.0,30.0,36.0,38.0
0,2018-06-24,2.0,4.0,8.0,13.0,41.0,50.0,51.0,51.0
0,2018-06-24,9.0,35.0,55.0,66.0,67.0,69.0,71.0,71.0
0,2018-06-24,3.0,7.0,12.0,16.0,17.0,18.0,18.0,19.0
0,2018-06-24,5.0,29.0,48.0,63.0,69.0,74.0,75.0,75.0
0,2018-06-24,13.0,25.0,37.0,44.0,63.0,79.0,88.0,88.0
0,2018-06-24,3.0,5.0,13.0,29.0,58.0,65.0,68.0,68.0
0,2018-06-24,3.0,5.0,11.0,20.0,33.0,33.0,33.0,33.0
0,2018-06-24,2.0,11.0,13.0,17.0,33.0,38.0,38.0,38.0
0,2018-06-24,9.0,15.0,28.0,39.0,58.0,62.0,65.0,70.0
0,2018-06-24,3.0,9.0,15.0,22.0,37.0,38.0,38.0,38.0
0,2018-06-24,5.0,14.0,31.0,36.0,74.0,83.0,87.0,87.0
0,2018-06-24,-1.0,15.0,37.0,45.0,56.0,59.0,63.0,64.0
0,2018-06-24,4.0,11.0,24.0,36.0,61.0,68.0,80.0,80.0
0,2018-06-24,2.0,15.0,29.0,35.0,63.0,72.0,73.0,76.0
0,2018-06-24,2.0,8.0,16.0,24.0,40.0,56.0,62.0,62.0
0,2018-06-24,-1.0,8.0,18.0,18.0,18.0,20.0,20.0,20.0
0,2018-06-24,-1.0,2.0,9.0,19.0,31.0,38.0,39.0,40.0
0,2018-06-24,7.0,21.0,34.0,42.0,60.0,65.0,65.0,65.0
0,2018-06-24,-1.0,19.0,25.0,29.0,29.0,29.0,29.0,29.0
0,2018-06-24,2.0,2.0,9.0,13.0,17.0,17.0,17.0,17.0
0,2018-06-24,9.0,11.0,17.0,20.0,23.0,23.0,23.0,23.0
0,2018-06-24,4.0,7.0,23.0,42.0,142.0,153.0,154.0,154.0
0,2018-06-24,7.0,26.0,42.0,57.0,67.0,72.0,73.0,73.0
0,2018-06-24,6.0,11.0,18.0,24.0,51.0,62.0,63.0,65.0
0,2018-06-24,-1.0,3.0,20.0,37.0,48.0,48.0,48.0,48.0
0,2018-06-24,3.0,5.0,29.0,34.0,37.0,43.0,43.0,43.0
0,2018-06-24,5.0,18.0,23.0,24.0,34.0,36.0,36.0,36.0
0,2018-06-24,2.0,6.0,6.0,13.0,34.0,34.0,34.0,34.0
0,2018-06-24,5.0,17.0,38.0,53.0,73.0,80.0,83.0,84.0
0,2018-06-24,4.0,15.0,27.0,37.0,42.0,43.0,44.0,44.0
0,2018-06-24,6.0,23.0,38.0,47.0,57.0,58.0,60.0,63.0
0,2018-06-24,3.0,23.0,32.0,39.0,40.0,46.0,49.0,49.0
0,2018-06-24,3.0,14.0,47.0,52.0,58.0,66.0,67.0,67.0
0,2018-06-24,2.0,8.0,33.0,49.0,69.0,73.0,73.0,73.0
0,2018-06-24,5.0,11.0,29.0,32.0,42.0,42.0,42.0,43.0
0,2018-06-24,-1.0,2.0,15.0,15.0,15.0,15.0,15.0,15.0
0,2018-06-24,5.0,7.0,15.0,18.0,43.0,47.0,55.0,55.0
0,2018-06-24,-1.0,-1.0,-1.0,8.0,33.0,42.0,42.0,42.0
0,2018-06-24,-1.0,5.0,13.0,21.0,23.0,23.0,24.0,24.0
0,2018-06-24,-1.0,6.0,20.0,22.0,30.0,35.0,35.0,35.0
0,2018-06-24,8.0,23.0,38.0,43.0,51.0,53.0,53.0,53.0
0,2018-06-24,5.0,6.0,16.0,40.0,111.0,113.0,115.0,115.0
0,2018-06-24,2.0,7.0,12.0,14.0,70.0,87.0,88.0,88.0
0,2018-06-24,5.0,24.0,38.0,39.0,51.0,61.0,62.0,64.0
0,2018-06-24,3.0,3.0,7.0,10.0,23.0,23.0,23.0,23.0
0,2018-06-24,2.0,6.0,16.0,22.0,30.0,30.0,30.0,31.0
0,2018-06-24,5.0,11.0,14.0,23.0,48.0,65.0,67.0,67.0
0,2018-06-24,-1.0,4.0,10.0,19.0,35.0,37.0,39.0,39.0
0,2018-06-24,-1.0,2.0,6.0,6.0,13.0,14.0,14.0,15.0
0,2018-06-24,2.0,7.0,26.0,35.0,50.0,56.0,56.0,56.0
0,2018-06-24,3.0,10.0,26.0,28.0,68.0,81.0,88.0,89.0
0,2018-06-24,10.0,33.0,36.0,60.0,73.0,86.0,91.0,94.0
1,2018-06-24,2.0,27.0,44.0,67.0,76.0,80.0,80.0,80.0
0,2018-06-24,2.0,4.0,8.0,8.0,9.0,10.0,10.0,10.0
0,2018-06-24,-1.0,2.0,19.0,25.0,46.0,46.0,46.0,46.0
0,2018-06-24,2.0,3.0,5.0,9.0,21.0,30.0,35.0,35.0
0,2018-06-24,3.0,12.0,21.0,27.0,88.0,100.0,103.0,103.0
0,2018-06-24,3.0,3.0,8.0,16.0,17.0,17.0,17.0,17.0
0,2018-06-24,-1.0,8.0,10.0,15.0,24.0,30.0,30.0,30.0
0,2018-06-24,8.0,11.0,18.0,32.0,44.0,44.0,44.0,44.0
1,2018-06-24,2.0,12.0,25.0,29.0,41.0,41.0,41.0,41.0
0,2018-06-24,15.0,20.0,26.0,30.0,35.0,44.0,48.0,53.0
0,2018-06-24,-1.0,17.0,24.0,33.0,58.0,69.0,69.0,69.0
0,2018-06-24,-1.0,5.0,15.0,29.0,66.0,78.0,79.0,79.0
0,2018-06-24,2.0,9.0,20.0,20.0,35.0,35.0,35.0,36.0
0,2018-06-24,-1.0,25.0,35.0,51.0,71.0,75.0,75.0,75.0
0,2018-06-24,4.0,6.0,22.0,38.0,51.0,51.0,51.0,52.0
0,2018-06-24,3.0,16.0,32.0,48.0,52.0,56.0,58.0,58.0
0,2018-06-24,-1.0,4.0,12.0,25.0,56.0,61.0,62.0,62.0
0,2018-06-24,3.0,8.0,24.0,25.0,25.0,25.0,25.0,25.0
0,2018-06-24,-1.0,7.0,13.0,16.0,47.0,54.0,54.0,54.0
1,2018-06-24,-1.0,15.0,32.0,49.0,76.0,84.0,84.0,85.0
1,2018-06-24,-1.0,2.0,7.0,21.0,22.0,22.0,23.0,23.0
0,2018-06-24,3.0,5.0,24.0,29.0,40.0,40.0,40.0,40.0
0,2018-06-24,9.0,20.0,43.0,49.0,61.0,64.0,64.0,64.0
1,2018-06-24,-1.0,2.0,34.0,68.0,78.0,83.0,83.0,83.0
0,2018-06-24,3.0,6.0,18.0,27.0,30.0,30.0,30.0,30.0
0,2018-06-24,2.0,4.0,6.0,11.0,45.0,45.0,45.0,45.0
0,2018-06-24,-1.0,-1.0,4.0,14.0,16.0,16.0,16.0,16.0
0,2018-06-24,-1.0,5.0,8.0,10.0,11.0,11.0,11.0,11.0
0,2018-06-24,2.0,2.0,3.0,9.0,48.0,50.0,50.0,50.0
0,2018-06-24,2.0,7.0,27.0,33.0,69.0,71.0,71.0,71.0
0,2018-06-24,6.0,12.0,33.0,40.0,42.0,44.0,48.0,48.0
0,2018-06-24,-1.0,12.0,28.0,45.0,65.0,65.0,65.0,65.0
0,2018-06-24,2.0,4.0,16.0,18.0,18.0,18.0,18.0,18.0
1,2018-06-24,-1.0,4.0,31.0,37.0,38.0,38.0,38.0,38.0
0,2018-06-24,-1.0,5.0,15.0,15.0,16.0,16.0,16.0,16.0
0,2018-06-24,5.0,14.0,25.0,41.0,65.0,68.0,74.0,81.0
0,2018-06-24,12.0,15.0,30.0,35.0,62.0,80.0,80.0,80.0
0,2018-06-24,7.0,11.0,17.0,21.0,36.0,39.0,39.0,39.0
0,2018-06-24,6.0,23.0,45.0,47.0,54.0,67.0,69.0,69.0
0,2018-06-24,12.0,27.0,43.0,53.0,64.0,67.0,67.0,68.0
0,2018-06-24,-1.0,-1.0,6.0,11.0,22.0,30.0,41.0,41.0
0,2018-06-24,-1.0,9.0,21.0,32.0,53.0,63.0,71.0,80.0
0,2018-06-24,4.0,12.0,28.0,36.0,80.0,89.0,89.0,90.0
0,2018-06-24,3.0,5.0,14.0,14.0,14.0,16.0,18.0,18.0
0,2018-06-24,-1.0,-1.0,7.0,7.0,24.0,66.0,71.0,75.0
0,2018-06-24,-1.0,4.0,8.0,13.0,34.0,37.0,39.0,39.0
0,2018-06-24,3.0,5.0,7.0,16.0,22.0,22.0,22.0,22.0
0,2018-06-24,4.0,15.0,26.0,50.0,59.0,59.0,59.0,59.0
0,2018-06-24,3.0,12.0,29.0,39.0,87.0,97.0,97.0,97.0
0,2018-06-24,9.0,26.0,48.0,53.0,57.0,57.0,58.0,58.0
0,2018-06-24,4.0,6.0,10.0,23.0,62.0,63.0,63.0,63.0
0,2018-06-24,-1.0,-1.0,23.0,24.0,24.0,24.0,24.0,24.0
0,2018-06-24,-1.0,2.0,2.0,5.0,6.0,9.0,9.0,9.0
0,2018-06-24,-1.0,-1.0,4.0,18.0,25.0,25.0,25.0,25.0
1,2018-06-24,6.0,19.0,25.0,25.0,28.0,30.0,30.0,30.0
0,2018-06-24,-1.0,6.0,16.0,16.0,18.0,18.0,18.0,18.0
0,2018-06-24,-1.0,-1.0,-1.0,-1.0,2.0,6.0,6.0,6.0
0,2018-06-24,2.0,7.0,10.0,20.0,26.0,32.0,32.0,32.0
0,2018-06-24,2.0,4.0,8.0,20.0,50.0,50.0,50.0,50.0
0,2018-06-24,-1.0,6.0,10.0,10.0,23.0,23.0,23.0,23.0
0,2018-06-24,4.0,16.0,44.0,51.0,51.0,52.0,52.0,52.0
0,2018-06-24,-1.0,7.0,23.0,28.0,38.0,42.0,50.0,50.0
0,2018-06-24,8.0,10.0,10.0,12.0,16.0,16.0,16.0,16.0
0,2018-06-24,3.0,10.0,25.0,33.0,97.0,120.0,121.0,121.0
0,2018-06-24,2.0,13.0,26.0,33.0,38.0,41.0,41.0,43.0
0,2018-06-24,-1.0,2.0,8.0,14.0,16.0,16.0,16.0,16.0
0,2018-06-24,3.0,13.0,25.0,39.0,60.0,61.0,62.0,62.0
0,2018-06-24,10.0,12.0,24.0,38.0,49.0,57.0,57.0,57.0
0,2018-06-24,10.0,16.0,36.0,53.0,66.0,66.0,66.0,66.0
0,2018-06-24,-1.0,13.0,25.0,34.0,42.0,42.0,43.0,43.0
0,2018-06-24,4.0,10.0,30.0,32.0,33.0,33.0,33.0,33.0
1,2018-06-24,-1.0,3.0,44.0,44.0,44.0,44.0,47.0,47.0
0,2018-06-24,3.0,9.0,39.0,61.0,74.0,82.0,82.0,82.0
0,2018-06-24,-1.0,20.0,43.0,56.0,67.0,68.0,68.0,68.0
0,2018-06-24,4.0,6.0,11.0,11.0,22.0,27.0,30.0,31.0
0,2018-06-24,-1.0,4.0,4.0,9.0,36.0,38.0,38.0,38.0
0,2018-06-24,-1.0,2.0,7.0,9.0,11.0,18.0,19.0,19.0
0,2018-06-24,-1.0,16.0,51.0,57.0,63.0,63.0,63.0,63.0
0,2018-06-24,-1.0,3.0,13.0,16.0,41.0,44.0,44.0,44.0
0,2018-06-24,2.0,6.0,19.0,27.0,29.0,32.0,32.0,32.0
0,2018-06-24,2.0,4.0,10.0,16.0,43.0,56.0,61.0,62.0
0,2018-06-24,-1.0,5.0,33.0,40.0,68.0,69.0,69.0,69.0
0,2018-06-24,-1.0,3.0,9.0,19.0,22.0,22.0,35.0,36.0
0,2018-06-24,4.0,6.0,10.0,13.0,19.0,20.0,20.0,20.0
0,2018-06-24,2.0,7.0,29.0,52.0,62.0,63.0,63.0,63.0
0,2018-06-24,10.0,10.0,13.0,15.0,19.0,23.0,23.0,23.0
0,2018-06-24,6.0,9.0,14.0,17.0,18.0,19.0,19.0,19.0
0,2018-06-24,4.0,12.0,30.0,36.0,38.0,38.0,38.0,38.0
0,2018-06-24,3.0,9.0,24.0,40.0,50.0,51.0,51.0,51.0
0,2018-06-24,11.0,19.0,41.0,66.0,111.0,118.0,123.0,125.0
0,2018-06-24,-1.0,3.0,7.0,8.0,42.0,42.0,42.0,42.0
0,2018-06-24,2.0,16.0,50.0,51.0,101.0,113.0,113.0,113.0
0,2018-06-24,4.0,4.0,32.0,38.0,39.0,41.0,44.0,44.0
1,2018-06-24,2.0,8.0,28.0,35.0,45.0,45.0,45.0,45.0
0,2018-06-24,5.0,12.0,20.0,30.0,51.0,53.0,53.0,53.0
0,2018-06-24,-1.0,8.0,24.0,40.0,54.0,64.0,66.0,68.0
0,2018-06-24,-1.0,8.0,11.0,33.0,73.0,121.0,121.0,121.0
0,2018-06-24,3.0,16.0,37.0,41.0,66.0,76.0,76.0,76.0
0,2018-06-24,2.0,8.0,30.0,54.0,64.0,70.0,73.0,74.0
0,2018-06-24,13.0,27.0,41.0,56.0,91.0,106.0,106.0,106.0
0,2018-06-24,2.0,4.0,10.0,17.0,44.0,49.0,49.0,49.0
0,2018-06-24,3.0,19.0,33.0,46.0,50.0,52.0,52.0,52.0
0,2018-06-24,8.0,18.0,41.0,47.0,115.0,137.0,138.0,139.0
0,2018-06-24,3.0,8.0,28.0,35.0,35.0,35.0,35.0,36.0
0,2018-06-24,12.0,58.0,92.0,99.0,131.0,135.0,138.0,145.0
0,2018-06-24,2.0,10.0,34.0,38.0,48.0,49.0,49.0,49.0
0,2018-06-24,12.0,20.0,25.0,29.0,58.0,71.0,71.0,71.0
0,2018-06-24,4.0,5.0,7.0,8.0,21.0,21.0,21.0,21.0
0,2018-06-24,7.0,24.0,58.0,70.0,92.0,92.0,95.0,97.0
0,2018-06-24,2.0,8.0,45.0,45.0,56.0,57.0,57.0,57.0
0,2018-06-24,3.0,8.0,45.0,52.0,60.0,61.0,70.0,71.0
0,2018-06-24,2.0,10.0,36.0,47.0,82.0,88.0,94.0,95.0
0,2018-06-24,4.0,22.0,46.0,63.0,76.0,84.0,87.0,88.0
0,2018-06-24,-1.0,-1.0,2.0,4.0,9.0,9.0,9.0,9.0
1,2018-06-24,-1.0,10.0,15.0,23.0,49.0,57.0,67.0,68.0
